::,whos_plot_color_gradient,::,whos_plot_color_gradient,::,whos_plot_color_gradient,::,whos_plot_color_gradient,::,whos_plot_color_gradient,::,whos_plot_color_gradient
0.202614379,0.208225289,0.202614379,0.208225289,0.202614379,0.208225289,0.202614379,0.208225289,0.202614379,0.208225289,0.202614379,0.208225289
0.20288671,0.461045847,0.20288671,0.461045847,0.20288671,0.461045847,0.20288671,0.461045847,0.20288671,0.461045847,0.20288671,0.461045847
0.203159041,0.45639338,0.203159041,0.45639338,0.203159041,0.45639338,0.203159041,0.45639338,0.203159041,0.45639338,0.203159041,0.45639338
0.203431373,0.203572821,0.203431373,0.203572821,0.203431373,0.203572821,0.203431373,0.203572821,0.203431373,0.203572821,0.203431373,0.203572821
0.203703704,0.433397875,0.203703704,0.433397875,0.203703704,0.433397875,0.203703704,0.433397875,0.203703704,0.433397875,0.203703704,0.433397875
0.203976035,0.180577316,0.203976035,0.180577316,0.203976035,0.180577316,0.203976035,0.180577316,0.203976035,0.180577316,0.203976035,0.180577316
0.204248366,0.433397875,0.204248366,0.433397875,0.204248366,0.433397875,0.204248366,0.433397875,0.204248366,0.433397875,0.204248366,0.433397875
0.204520697,0.180577316,0.204520697,0.180577316,0.204520697,0.180577316,0.204520697,0.180577316,0.204520697,0.180577316,0.204520697,0.180577316
0.204793028,0.25154113,0.204793028,0.25154113,0.204793028,0.25154113,0.204793028,0.25154113,0.204793028,0.25154113,0.204793028,0.25154113
0.205065359,0.25154113,0.205065359,0.25154113,0.205065359,0.25154113,0.205065359,0.25154113,0.205065359,0.25154113,0.205065359,0.25154113
0.205337691,0.203572821,0.205337691,0.203572821,0.205337691,0.203572821,0.205337691,0.203572821,0.205337691,0.203572821,0.205337691,0.203572821
0.205610022,0.180577316,0.205610022,0.180577316,0.205610022,0.180577316,0.205610022,0.180577316,0.205610022,0.180577316,0.205610022,0.180577316
0.205882353,0.203572821,0.205882353,0.203572821,0.205882353,0.203572821,0.205882353,0.203572821,0.205882353,0.203572821,0.205882353,0.203572821
0.206154684,0.45639338,0.206154684,0.45639338,0.206154684,0.45639338,0.206154684,0.45639338,0.206154684,0.45639338,0.206154684,0.45639338
0.206427015,0.433397875,0.206427015,0.433397875,0.206427015,0.433397875,0.206427015,0.433397875,0.206427015,0.433397875,0.206427015,0.433397875
0.206699346,0.180577316,0.206699346,0.180577316,0.206699346,0.180577316,0.206699346,0.180577316,0.206699346,0.180577316,0.206699346,0.180577316
0.206971678,0.35427856,0.206971678,0.35427856,0.206971678,0.35427856,0.206971678,0.35427856,0.206971678,0.35427856,0.206971678,0.35427856
0.207244009,0.101458001,0.207244009,0.101458001,0.207244009,0.101458001,0.207244009,0.101458001,0.207244009,0.101458001,0.207244009,0.101458001
0.20751634,0.289841885,0.20751634,0.289841885,0.20751634,0.289841885,0.20751634,0.289841885,0.20751634,0.289841885,0.20751634,0.289841885
0.207788671,0.037021326,0.207788671,0.037021326,0.207788671,0.037021326,0.207788671,0.037021326,0.207788671,0.037021326,0.207788671,0.037021326
0.208061002,0.107978298,0.208061002,0.107978298,0.208061002,0.107978298,0.208061002,0.107978298,0.208061002,0.107978298,0.208061002,0.107978298
0.208333333,0.172414973,0.208333333,0.172414973,0.208333333,0.172414973,0.208333333,0.172414973,0.208333333,0.172414973,0.208333333,0.172414973
0.208605664,0.208225289,0.208605664,0.208225289,0.208605664,0.208225289,0.208605664,0.208225289,0.208605664,0.208225289,0.208605664,0.208225289
0.208877996,0.101458001,0.208877996,0.101458001,0.208877996,0.101458001,0.208877996,0.101458001,0.208877996,0.101458001,0.208877996,0.101458001
0.209150327,0.208225289,0.209150327,0.208225289,0.209150327,0.208225289,0.209150327,0.208225289,0.209150327,0.208225289,0.209150327,0.208225289
0.209422658,0.433397875,0.209422658,0.433397875,0.209422658,0.433397875,0.209422658,0.433397875,0.209422658,0.433397875,0.209422658,0.433397875
0.209694989,0.289841885,0.209694989,0.289841885,0.209694989,0.289841885,0.209694989,0.289841885,0.209694989,0.289841885,0.209694989,0.289841885
0.20996732,0.037021326,0.20996732,0.037021326,0.20996732,0.037021326,0.20996732,0.037021326,0.20996732,0.037021326,0.20996732,0.037021326
0.210239651,0.289841885,0.210239651,0.289841885,0.210239651,0.289841885,0.210239651,0.289841885,0.210239651,0.289841885,0.210239651,0.289841885
0.210511983,0.037021326,0.210511983,0.037021326,0.210511983,0.037021326,0.210511983,0.037021326,0.210511983,0.037021326,0.210511983,0.037021326
0.210784314,0.289841885,0.210784314,0.289841885,0.210784314,0.289841885,0.210784314,0.289841885,0.210784314,0.289841885,0.210784314,0.289841885
0.211056645,0.037021326,0.211056645,0.037021326,0.211056645,0.037021326,0.211056645,0.037021326,0.211056645,0.037021326,0.211056645,0.037021326
0.211328976,0.107978298,0.211328976,0.107978298,0.211328976,0.107978298,0.211328976,0.107978298,0.211328976,0.107978298,0.211328976,0.107978298
0.211601307,0.107978298,0.211601307,0.107978298,0.211601307,0.107978298,0.211601307,0.107978298,0.211601307,0.107978298,0.211601307,0.107978298
0.211873638,0.037021326,0.211873638,0.037021326,0.211873638,0.037021326,0.211873638,0.037021326,0.211873638,0.037021326,0.211873638,0.037021326
0.212145969,0.037021326,0.212145969,0.037021326,0.212145969,0.037021326,0.212145969,0.037021326,0.212145969,0.037021326,0.212145969,0.037021326
0.212418301,0.037021326,0.212418301,0.037021326,0.212418301,0.037021326,0.212418301,0.037021326,0.212418301,0.037021326,0.212418301,0.037021326
0.212690632,0.289841885,0.212690632,0.289841885,0.212690632,0.289841885,0.212690632,0.289841885,0.212690632,0.289841885,0.212690632,0.289841885
0.212962963,0.25154113,0.212962963,0.25154113,0.212962963,0.25154113,0.212962963,0.25154113,0.212962963,0.25154113,0.212962963,0.25154113
0.213235294,0.25154113,0.213235294,0.25154113,0.213235294,0.25154113,0.213235294,0.25154113,0.213235294,0.25154113,0.213235294,0.25154113
0.213507625,0.274529793,0.213507625,0.274529793,0.213507625,0.274529793,0.213507625,0.274529793,0.213507625,0.274529793,0.213507625,0.274529793
0.213779956,0.41249598,0.213779956,0.41249598,0.213779956,0.41249598,0.213779956,0.41249598,0.213779956,0.41249598,0.213779956,0.41249598
0.214052288,0.384848008,0.214052288,0.384848008,0.214052288,0.384848008,0.214052288,0.384848008,0.214052288,0.384848008,0.214052288,0.384848008
0.214324619,0.241292018,0.214324619,0.241292018,0.214324619,0.241292018,0.214324619,0.241292018,0.214324619,0.241292018,0.214324619,0.241292018
0.21459695,0.241292018,0.21459695,0.241292018,0.21459695,0.241292018,0.21459695,0.241292018,0.21459695,0.241292018,0.21459695,0.241292018
0.214869281,0.172414973,0.214869281,0.172414973,0.214869281,0.172414973,0.214869281,0.172414973,0.214869281,0.172414973,0.214869281,0.172414973
0.215141612,0.172414973,0.215141612,0.172414973,0.215141612,0.172414973,0.215141612,0.172414973,0.215141612,0.172414973,0.215141612,0.172414973
0.215413943,0.172414973,0.215413943,0.172414973,0.215413943,0.172414973,0.215413943,0.172414973,0.215413943,0.172414973,0.215413943,0.172414973
0.215686275,0.27918226,0.215686275,0.27918226,0.215686275,0.27918226,0.215686275,0.27918226,0.215686275,0.27918226,0.215686275,0.27918226
0.215958606,0.172414973,0.215958606,0.172414973,0.215958606,0.172414973,0.215958606,0.172414973,0.215958606,0.172414973,0.215958606,0.172414973
0.216230937,0.241292018,0.216230937,0.241292018,0.216230937,0.241292018,0.216230937,0.241292018,0.216230937,0.241292018,0.216230937,0.241292018
0.216503268,0.241292018,0.216503268,0.241292018,0.216503268,0.241292018,0.216503268,0.241292018,0.216503268,0.241292018,0.216503268,0.241292018
0.216775599,0.203572821,0.216775599,0.203572821,0.216775599,0.203572821,0.216775599,0.203572821,0.216775599,0.203572821,0.216775599,0.203572821
0.21704793,0.180577316,0.21704793,0.180577316,0.21704793,0.180577316,0.21704793,0.180577316,0.21704793,0.180577316,0.21704793,0.180577316
0.217320261,0.203572821,0.217320261,0.203572821,0.217320261,0.203572821,0.217320261,0.203572821,0.217320261,0.203572821,0.217320261,0.203572821
0.217592593,0.037021326,0.217592593,0.037021326,0.217592593,0.037021326,0.217592593,0.037021326,0.217592593,0.037021326,0.217592593,0.037021326
0.217864924,0.037021326,0.217864924,0.037021326,0.217864924,0.037021326,0.217864924,0.037021326,0.217864924,0.037021326,0.217864924,0.037021326
0.218137255,0.037021326,0.218137255,0.037021326,0.218137255,0.037021326,0.218137255,0.037021326,0.218137255,0.037021326,0.218137255,0.037021326
0.218409586,0.037021326,0.218409586,0.037021326,0.218409586,0.037021326,0.218409586,0.037021326,0.218409586,0.037021326,0.218409586,0.037021326
0.218681917,0.180577316,0.218681917,0.180577316,0.218681917,0.180577316,0.218681917,0.180577316,0.218681917,0.180577316,0.218681917,0.180577316
0.218954248,0.203572821,0.218954248,0.203572821,0.218954248,0.203572821,0.218954248,0.203572821,0.218954248,0.203572821,0.218954248,0.203572821
0.21922658,0.180577316,0.21922658,0.180577316,0.21922658,0.180577316,0.21922658,0.180577316,0.21922658,0.180577316,0.21922658,0.180577316
0.219498911,0.101458001,0.219498911,0.101458001,0.219498911,0.101458001,0.219498911,0.101458001,0.219498911,0.101458001,0.219498911,0.101458001
0.219771242,0.208225289,0.219771242,0.208225289,0.219771242,0.208225289,0.219771242,0.208225289,0.219771242,0.208225289,0.219771242,0.208225289
0.220043573,0.208225289,0.220043573,0.208225289,0.220043573,0.208225289,0.220043573,0.208225289,0.220043573,0.208225289,0.220043573,0.208225289
0.220315904,0.180577316,0.220315904,0.180577316,0.220315904,0.180577316,0.220315904,0.180577316,0.220315904,0.180577316,0.220315904,0.180577316
0.220588235,0.203572821,0.220588235,0.203572821,0.220588235,0.203572821,0.220588235,0.203572821,0.220588235,0.203572821,0.220588235,0.203572821
0.220860566,0.45639338,0.220860566,0.45639338,0.220860566,0.45639338,0.220860566,0.45639338,0.220860566,0.45639338,0.220860566,0.45639338
0.221132898,0.45639338,0.221132898,0.45639338,0.221132898,0.45639338,0.221132898,0.45639338,0.221132898,0.45639338,0.221132898,0.45639338
0.221405229,0.289841885,0.221405229,0.289841885,0.221405229,0.289841885,0.221405229,0.289841885,0.221405229,0.289841885,0.221405229,0.289841885
0.22167756,0.45639338,0.22167756,0.45639338,0.22167756,0.45639338,0.22167756,0.45639338,0.22167756,0.45639338,0.22167756,0.45639338
0.221949891,0.35427856,0.221949891,0.35427856,0.221949891,0.35427856,0.221949891,0.35427856,0.221949891,0.35427856,0.221949891,0.35427856
0.222222222,0.461045847,0.222222222,0.461045847,0.222222222,0.461045847,0.222222222,0.461045847,0.222222222,0.461045847,0.222222222,0.461045847
0.222494553,0.461045847,0.222494553,0.461045847,0.222494553,0.461045847,0.222494553,0.461045847,0.222494553,0.461045847,0.222494553,0.461045847
0.222766885,0.25815037,0.222766885,0.25815037,0.222766885,0.25815037,0.222766885,0.25815037,0.222766885,0.25815037,0.222766885,0.25815037
0.223039216,0.25815037,0.223039216,0.25815037,0.223039216,0.25815037,0.223039216,0.25815037,0.223039216,0.25815037,0.223039216,0.25815037
0.223311547,0.25815037,0.223311547,0.25815037,0.223311547,0.25815037,0.223311547,0.25815037,0.223311547,0.25815037,0.223311547,0.25815037
0.223583878,0.284689961,0.223583878,0.284689961,0.223583878,0.284689961,0.223583878,0.284689961,0.223583878,0.284689961,0.223583878,0.284689961
0.223856209,0.284689961,0.223856209,0.284689961,0.223856209,0.284689961,0.223856209,0.284689961,0.223856209,0.284689961,0.223856209,0.284689961
0.22412854,0.25815037,0.22412854,0.25815037,0.22412854,0.25815037,0.22412854,0.25815037,0.22412854,0.25815037,0.22412854,0.25815037
0.224400871,0.284689961,0.224400871,0.284689961,0.224400871,0.284689961,0.224400871,0.284689961,0.224400871,0.284689961,0.224400871,0.284689961
0.224673203,0.253497903,0.224673203,0.253497903,0.224673203,0.253497903,0.224673203,0.253497903,0.224673203,0.253497903,0.224673203,0.253497903
0.224945534,0.230502398,0.224945534,0.230502398,0.224945534,0.230502398,0.224945534,0.230502398,0.224945534,0.230502398,0.224945534,0.230502398
0.225217865,0.363816118,0.225217865,0.363816118,0.225217865,0.363816118,0.225217865,0.363816118,0.225217865,0.363816118,0.225217865,0.363816118
0.225490196,0.386811623,0.225490196,0.386811623,0.225490196,0.386811623,0.225490196,0.386811623,0.225490196,0.386811623,0.225490196,0.386811623
0.225762527,0.230502398,0.225762527,0.230502398,0.225762527,0.230502398,0.225762527,0.230502398,0.225762527,0.230502398,0.225762527,0.230502398
0.226034858,0.253497903,0.226034858,0.253497903,0.226034858,0.253497903,0.226034858,0.253497903,0.226034858,0.253497903,0.226034858,0.253497903
0.22630719,0.363816118,0.22630719,0.363816118,0.22630719,0.363816118,0.22630719,0.363816118,0.22630719,0.363816118,0.22630719,0.363816118
0.226579521,0.230502398,0.226579521,0.230502398,0.226579521,0.230502398,0.226579521,0.230502398,0.226579521,0.230502398,0.226579521,0.230502398
0.226851852,0.363816118,0.226851852,0.363816118,0.226851852,0.363816118,0.226851852,0.363816118,0.226851852,0.363816118,0.226851852,0.363816118
0.227124183,0.386811623,0.227124183,0.386811623,0.227124183,0.386811623,0.227124183,0.386811623,0.227124183,0.386811623,0.227124183,0.386811623
0.227396514,0.39146409,0.227396514,0.39146409,0.227396514,0.39146409,0.227396514,0.39146409,0.227396514,0.39146409,0.227396514,0.39146409
0.227668845,0.284689961,0.227668845,0.284689961,0.227668845,0.284689961,0.227668845,0.284689961,0.227668845,0.284689961,0.227668845,0.284689961
0.227941176,0.25815037,0.227941176,0.25815037,0.227941176,0.25815037,0.227941176,0.25815037,0.227941176,0.25815037,0.227941176,0.25815037
0.228213508,0.25815037,0.228213508,0.25815037,0.228213508,0.25815037,0.228213508,0.25815037,0.228213508,0.25815037,0.228213508,0.25815037
0.228485839,0.220253286,0.228485839,0.220253286,0.228485839,0.220253286,0.228485839,0.220253286,0.228485839,0.220253286,0.228485839,0.220253286
0.22875817,0.086946408,0.22875817,0.086946408,0.22875817,0.086946408,0.22875817,0.086946408,0.22875817,0.086946408,0.22875817,0.086946408
0.229030501,0.220253286,0.229030501,0.220253286,0.229030501,0.220253286,0.229030501,0.220253286,0.229030501,0.220253286,0.229030501,0.220253286
0.229302832,0.25815037,0.229302832,0.25815037,0.229302832,0.25815037,0.229302832,0.25815037,0.229302832,0.25815037,0.229302832,0.25815037
0.229575163,0.253497903,0.229575163,0.253497903,0.229575163,0.253497903,0.229575163,0.253497903,0.229575163,0.253497903,0.229575163,0.253497903
0.229847495,0.363816118,0.229847495,0.363816118,0.229847495,0.363816118,0.229847495,0.363816118,0.229847495,0.363816118,0.229847495,0.363816118
0.230119826,0.220253286,0.230119826,0.220253286,0.230119826,0.220253286,0.230119826,0.220253286,0.230119826,0.220253286,0.230119826,0.220253286
0.230392157,0.386811623,0.230392157,0.386811623,0.230392157,0.386811623,0.230392157,0.386811623,0.230392157,0.386811623,0.230392157,0.386811623
0.230664488,0.086946408,0.230664488,0.086946408,0.230664488,0.086946408,0.230664488,0.086946408,0.230664488,0.086946408,0.230664488,0.086946408
0.230936819,0.086946408,0.230936819,0.086946408,0.230936819,0.086946408,0.230936819,0.086946408,0.230936819,0.086946408,0.230936819,0.086946408
0.23120915,0.086946408,0.23120915,0.086946408,0.23120915,0.086946408,0.23120915,0.086946408,0.23120915,0.086946408,0.23120915,0.086946408
0.231481481,0.086946408,0.231481481,0.086946408,0.231481481,0.086946408,0.231481481,0.086946408,0.231481481,0.086946408,0.231481481,0.086946408
0.231753813,0.086946408,0.231753813,0.086946408,0.231753813,0.086946408,0.231753813,0.086946408,0.231753813,0.086946408,0.231753813,0.086946408
0.232026144,0.086946408,0.232026144,0.086946408,0.232026144,0.086946408,0.232026144,0.086946408,0.232026144,0.086946408,0.232026144,0.086946408
0.232298475,0.220253286,0.232298475,0.220253286,0.232298475,0.220253286,0.232298475,0.220253286,0.232298475,0.220253286,0.232298475,0.220253286
0.232570806,0.253497903,0.232570806,0.253497903,0.232570806,0.253497903,0.232570806,0.253497903,0.232570806,0.253497903,0.232570806,0.253497903
0.232843137,0.253497903,0.232843137,0.253497903,0.232843137,0.253497903,0.232843137,0.253497903,0.232843137,0.253497903,0.232843137,0.253497903
0.233115468,0.25815037,0.233115468,0.25815037,0.233115468,0.25815037,0.233115468,0.25815037,0.233115468,0.25815037,0.233115468,0.25815037
0.2333878,0.086946408,0.2333878,0.086946408,0.2333878,0.086946408,0.2333878,0.086946408,0.2333878,0.086946408,0.2333878,0.086946408
0.233660131,0.086946408,0.233660131,0.086946408,0.233660131,0.086946408,0.233660131,0.086946408,0.233660131,0.086946408,0.233660131,0.086946408
0.233932462,0.25815037,0.233932462,0.25815037,0.233932462,0.25815037,0.233932462,0.25815037,0.233932462,0.25815037,0.233932462,0.25815037
0.234204793,0.151383083,0.234204793,0.151383083,0.234204793,0.151383083,0.234204793,0.151383083,0.234204793,0.151383083,0.234204793,0.151383083
0.234477124,0.363816118,0.234477124,0.363816118,0.234477124,0.363816118,0.234477124,0.363816118,0.234477124,0.363816118,0.234477124,0.363816118
0.234749455,0.284689961,0.234749455,0.284689961,0.234749455,0.284689961,0.234749455,0.284689961,0.234749455,0.284689961,0.234749455,0.284689961
0.235021786,0.220253286,0.235021786,0.220253286,0.235021786,0.220253286,0.235021786,0.220253286,0.235021786,0.220253286,0.235021786,0.220253286
0.235294118,0.39146409,0.235294118,0.39146409,0.235294118,0.39146409,0.235294118,0.39146409,0.235294118,0.39146409,0.235294118,0.39146409
0.235566449,0.220253286,0.235566449,0.220253286,0.235566449,0.220253286,0.235566449,0.220253286,0.235566449,0.220253286,0.235566449,0.220253286
0.23583878,0.363816118,0.23583878,0.363816118,0.23583878,0.363816118,0.23583878,0.363816118,0.23583878,0.363816118,0.23583878,0.363816118
0.236111111,0.284689961,0.236111111,0.284689961,0.236111111,0.284689961,0.236111111,0.284689961,0.236111111,0.284689961,0.236111111,0.284689961
0.236383442,0.358712088,0.236383442,0.358712088,0.236383442,0.358712088,0.236383442,0.358712088,0.236383442,0.358712088,0.236383442,0.358712088
0.236655773,0.251937958,0.236655773,0.251937958,0.236655773,0.251937958,0.236655773,0.251937958,0.236655773,0.251937958,0.236655773,0.251937958
0.236928105,0.358712088,0.236928105,0.358712088,0.236928105,0.358712088,0.236928105,0.358712088,0.236928105,0.358712088,0.236928105,0.358712088
0.237200436,0.354052778,0.237200436,0.354052778,0.237200436,0.354052778,0.237200436,0.354052778,0.237200436,0.354052778,0.237200436,0.354052778
0.237472767,0.331064115,0.237472767,0.331064115,0.237472767,0.331064115,0.237472767,0.331064115,0.237472767,0.331064115,0.237472767,0.331064115
0.237745098,0.354052778,0.237745098,0.354052778,0.237745098,0.354052778,0.237745098,0.354052778,0.237745098,0.354052778,0.237745098,0.354052778
0.238017429,0.187501283,0.238017429,0.187501283,0.238017429,0.187501283,0.238017429,0.187501283,0.238017429,0.187501283,0.238017429,0.187501283
0.23828976,0.358712088,0.23828976,0.358712088,0.23828976,0.358712088,0.23828976,0.358712088,0.23828976,0.358712088,0.23828976,0.358712088
0.238562092,0.187501283,0.238562092,0.187501283,0.238562092,0.187501283,0.238562092,0.187501283,0.238562092,0.187501283,0.238562092,0.187501283
0.238834423,0.251937958,0.238834423,0.251937958,0.238834423,0.251937958,0.238834423,0.251937958,0.238834423,0.251937958,0.238834423,0.251937958
0.239106754,0.187501283,0.239106754,0.187501283,0.239106754,0.187501283,0.239106754,0.187501283,0.239106754,0.187501283,0.239106754,0.187501283
0.239379085,0.251937958,0.239379085,0.251937958,0.239379085,0.251937958,0.239379085,0.251937958,0.239379085,0.251937958,0.239379085,0.251937958
0.239651416,0.187501283,0.239651416,0.187501283,0.239651416,0.187501283,0.239651416,0.187501283,0.239651416,0.187501283,0.239651416,0.187501283
0.239923747,0.187501283,0.239923747,0.187501283,0.239923747,0.187501283,0.239923747,0.187501283,0.239923747,0.187501283,0.239923747,0.187501283
0.240196078,0.187501283,0.240196078,0.187501283,0.240196078,0.187501283,0.240196078,0.187501283,0.240196078,0.187501283,0.240196078,0.187501283
0.24046841,0.331064115,0.24046841,0.331064115,0.24046841,0.331064115,0.24046841,0.331064115,0.24046841,0.331064115,0.24046841,0.331064115
0.240740741,0.187501283,0.240740741,0.187501283,0.240740741,0.187501283,0.240740741,0.187501283,0.240740741,0.187501283,0.240740741,0.187501283
0.241013072,0.471424955,0.241013072,0.471424955,0.241013072,0.471424955,0.241013072,0.471424955,0.241013072,0.471424955,0.241013072,0.471424955
0.241285403,0.55054427,0.241285403,0.55054427,0.241285403,0.55054427,0.241285403,0.55054427,0.241285403,0.55054427,0.241285403,0.55054427
0.241557734,0.471424955,0.241557734,0.471424955,0.241557734,0.471424955,0.241557734,0.471424955,0.241557734,0.471424955,0.241557734,0.471424955
0.241830065,0.406981438,0.241830065,0.406981438,0.241830065,0.406981438,0.241830065,0.406981438,0.241830065,0.406981438,0.241830065,0.406981438
0.242102397,0.11995156,0.242102397,0.11995156,0.242102397,0.11995156,0.242102397,0.11995156,0.242102397,0.11995156,0.242102397,0.11995156
0.242374728,0.065661369,0.242374728,0.065661369,0.242374728,0.065661369,0.242374728,0.065661369,0.242374728,0.065661369,0.242374728,0.065661369
0.242647059,0.133306878,0.242647059,0.133306878,0.242647059,0.133306878,0.242647059,0.133306878,0.242647059,0.133306878,0.242647059,0.133306878
0.24291939,0.372772118,0.24291939,0.372772118,0.24291939,0.372772118,0.24291939,0.372772118,0.24291939,0.372772118,0.24291939,0.372772118
0.243191721,0.11995156,0.243191721,0.11995156,0.243191721,0.11995156,0.243191721,0.11995156,0.243191721,0.11995156,0.243191721,0.11995156
0.243464052,0,0.243464052,0,0.243464052,0,0.243464052,0,0.243464052,0,0.243464052,0
0.243736383,0.133306878,0.243736383,0.133306878,0.243736383,0.133306878,0.243736383,0.133306878,0.243736383,0.133306878,0.243736383,0.133306878
0.244008715,0.133306878,0.244008715,0.133306878,0.244008715,0.133306878,0.244008715,0.133306878,0.244008715,0.133306878,0.244008715,0.133306878
0.244281046,0.065661369,0.244281046,0.065661369,0.244281046,0.065661369,0.244281046,0.065661369,0.244281046,0.065661369,0.244281046,0.065661369
0.244553377,0.172066038,0.244553377,0.172066038,0.244553377,0.172066038,0.244553377,0.172066038,0.244553377,0.172066038,0.244553377,0.172066038
0.244825708,0.117775847,0.244825708,0.117775847,0.244825708,0.117775847,0.244825708,0.117775847,0.244825708,0.117775847,0.244825708,0.117775847
0.245098039,0.185428198,0.245098039,0.185428198,0.245098039,0.185428198,0.245098039,0.185428198,0.245098039,0.185428198,0.245098039,0.185428198
0.24537037,0.424886596,0.24537037,0.424886596,0.24537037,0.424886596,0.24537037,0.424886596,0.24537037,0.424886596,0.24537037,0.424886596
0.245642702,0.172066038,0.245642702,0.172066038,0.245642702,0.172066038,0.245642702,0.172066038,0.245642702,0.172066038,0.245642702,0.172066038
0.245915033,0.052114478,0.245915033,0.052114478,0.245915033,0.052114478,0.245915033,0.052114478,0.245915033,0.052114478,0.245915033,0.052114478
0.246187364,0.185428198,0.246187364,0.185428198,0.246187364,0.185428198,0.246187364,0.185428198,0.246187364,0.185428198,0.246187364,0.185428198
0.246459695,0.185428198,0.246459695,0.185428198,0.246459695,0.185428198,0.246459695,0.185428198,0.246459695,0.185428198,0.246459695,0.185428198
0.246732026,0.117775847,0.246732026,0.117775847,0.246732026,0.117775847,0.246732026,0.117775847,0.246732026,0.117775847,0.246732026,0.117775847
0.247004357,0.172066038,0.247004357,0.172066038,0.247004357,0.172066038,0.247004357,0.172066038,0.247004357,0.172066038,0.247004357,0.172066038
0.247276688,0.117775847,0.247276688,0.117775847,0.247276688,0.117775847,0.247276688,0.117775847,0.247276688,0.117775847,0.247276688,0.117775847
0.24754902,0.133306878,0.24754902,0.133306878,0.24754902,0.133306878,0.24754902,0.133306878,0.24754902,0.133306878,0.24754902,0.133306878
0.247821351,0.372772118,0.247821351,0.372772118,0.247821351,0.372772118,0.247821351,0.372772118,0.247821351,0.372772118,0.247821351,0.372772118
0.248093682,0.172066038,0.248093682,0.172066038,0.248093682,0.172066038,0.248093682,0.172066038,0.248093682,0.172066038,0.248093682,0.172066038
0.248366013,0,0.248366013,0,0.248366013,0,0.248366013,0,0.248366013,0,0.248366013,0
0.248638344,0.185428198,0.248638344,0.185428198,0.248638344,0.185428198,0.248638344,0.185428198,0.248638344,0.185428198,0.248638344,0.185428198
0.248910675,0.133306878,0.248910675,0.133306878,0.248910675,0.133306878,0.248910675,0.133306878,0.248910675,0.133306878,0.248910675,0.133306878
0.249183007,0.117775847,0.249183007,0.117775847,0.249183007,0.117775847,0.249183007,0.117775847,0.249183007,0.117775847,0.249183007,0.117775847
0.249455338,0.424886596,0.249455338,0.424886596,0.249455338,0.424886596,0.249455338,0.424886596,0.249455338,0.424886596,0.249455338,0.424886596
0.249727669,0.172066038,0.249727669,0.172066038,0.249727669,0.172066038,0.249727669,0.172066038,0.249727669,0.172066038,0.249727669,0.172066038
0.25,0.424886596,0.25,0.424886596,0.25,0.424886596,0.25,0.424886596,0.25,0.424886596,0.25,0.424886596
0.250272331,0.11995156,0.250272331,0.11995156,0.250272331,0.11995156,0.250272331,0.11995156,0.250272331,0.11995156,0.250272331,0.11995156
0.250544662,0.372772118,0.250544662,0.372772118,0.250544662,0.372772118,0.250544662,0.372772118,0.250544662,0.372772118,0.250544662,0.372772118
0.250816993,0.11995156,0.250816993,0.11995156,0.250816993,0.11995156,0.250816993,0.11995156,0.250816993,0.11995156,0.250816993,0.11995156
0.251089325,0.243023009,0.251089325,0.243023009,0.251089325,0.243023009,0.251089325,0.243023009,0.251089325,0.243023009,0.251089325,0.243023009
0.251361656,0.376336729,0.251361656,0.376336729,0.251361656,0.376336729,0.251361656,0.376336729,0.251361656,0.376336729,0.251361656,0.376336729
0.251633987,0.324222251,0.251633987,0.324222251,0.251633987,0.324222251,0.251633987,0.324222251,0.251633987,0.324222251,0.251633987,0.324222251
0.251906318,0.11995156,0.251906318,0.11995156,0.251906318,0.11995156,0.251906318,0.11995156,0.251906318,0.11995156,0.251906318,0.11995156
0.252178649,0.11995156,0.252178649,0.11995156,0.252178649,0.11995156,0.252178649,0.11995156,0.252178649,0.11995156,0.252178649,0.11995156
0.25245098,0.372772118,0.25245098,0.372772118,0.25245098,0.372772118,0.25245098,0.372772118,0.25245098,0.372772118,0.25245098,0.372772118
0.252723312,0.052114478,0.252723312,0.052114478,0.252723312,0.052114478,0.252723312,0.052114478,0.252723312,0.052114478,0.252723312,0.052114478
0.252995643,0.185428198,0.252995643,0.185428198,0.252995643,0.185428198,0.252995643,0.185428198,0.252995643,0.185428198,0.252995643,0.185428198
0.253267974,0.185428198,0.253267974,0.185428198,0.253267974,0.185428198,0.253267974,0.185428198,0.253267974,0.185428198,0.253267974,0.185428198
0.253540305,0.185428198,0.253540305,0.185428198,0.253540305,0.185428198,0.253540305,0.185428198,0.253540305,0.185428198,0.253540305,0.185428198
0.253812636,0.133306878,0.253812636,0.133306878,0.253812636,0.133306878,0.253812636,0.133306878,0.253812636,0.133306878,0.253812636,0.133306878
0.254084967,0.052114478,0.254084967,0.052114478,0.254084967,0.052114478,0.254084967,0.052114478,0.254084967,0.052114478,0.254084967,0.052114478
0.254357298,0.052114478,0.254357298,0.052114478,0.254357298,0.052114478,0.254357298,0.052114478,0.254357298,0.052114478,0.254357298,0.052114478
0.25462963,0.133306878,0.25462963,0.133306878,0.25462963,0.133306878,0.25462963,0.133306878,0.25462963,0.133306878,0.25462963,0.133306878
0.254901961,0,0.254901961,0,0.254901961,0,0.254901961,0,0.254901961,0,0.254901961,0
0.255174292,0.133306878,0.255174292,0.133306878,0.255174292,0.133306878,0.255174292,0.133306878,0.255174292,0.133306878,0.255174292,0.133306878
